2021-11-27 01:08:56.184 +08:00 [INF] Starting default Dispatcher
2021-11-27 01:08:56.239 +08:00 [INF] Starting the processing server.
2021-11-27 01:08:56.240 +08:00 [INF] InMemory message queue initialize the topic: cap.queue.lion.abppro.httpapi.host.0.v1 Volo.Abp.Identity.IdentityRoleEto.Deleted
2021-11-27 01:08:56.241 +08:00 [INF] InMemory message queue initialize the topic: cap.queue.lion.abppro.httpapi.host.0.v1 Volo.Abp.Identity.IdentityRoleNameChangedEto
2021-11-27 01:08:56.242 +08:00 [INF] InMemory message queue initialize the topic: cap.queue.lion.abppro.httpapi.host.0.v1 Lion.AbpPro.NotificationManagement.Notifications.DistributedEvents.CreatedNotificationDistributedEvent
2021-11-27 01:08:56.253 +08:00 [INF] ### CAP started!
2021-11-27 01:08:56.260 +08:00 [INF] Loaded ABP modules:
2021-11-27 01:08:56.264 +08:00 [INF] - Lion.AbpPro.AbpProHttpApiHostModule
2021-11-27 01:08:56.264 +08:00 [INF]   - Lion.AbpPro.AbpProHttpApiModule
2021-11-27 01:09:05.045 +08:00 [INF] Executing handler method Lion.AbpPro.Pages.Login.OnGet - ModelState is "Valid"
2021-11-27 01:09:05.047 +08:00 [INF] Executed handler method OnGet, returned result .
2021-11-27 01:09:05.052 +08:00 [INF] Executing an implicit handler method - ModelState is "Valid"
2021-11-27 01:09:05.053 +08:00 [INF] Executed an implicit handler method, returned result Microsoft.AspNetCore.Mvc.RazorPages.PageResult.
2021-11-27 01:09:05.095 +08:00 [INF] Executed page /Login in 615.6421ms
2021-11-27 01:09:05.096 +08:00 [INF] Executed endpoint '/Login'
2021-11-27 01:09:05.097 +08:00 [INF] HTTP GET /Login responded 200 in 629.4268 ms
2021-11-27 01:09:05.101 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/Login - - - 200 - text/html;+charset=utf-8 3757.3477ms
2021-11-27 01:09:06.948 +08:00 [INF] Entity Framework Core 6.0.0 initialized 'BackgroundJobsDbContext' using provider 'Pomelo.EntityFrameworkCore.MySql:6.0.0' with options: QuerySplittingBehavior=SplitQuery ServerVersion 5.7.35-mysql 
2021-11-27 01:09:06.956 +08:00 [INF] Executed DbCommand (2ms) [Parameters=[@__now_0='?' (DbType = DateTime), @__p_1='?' (DbType = Int32)], CommandType='"Text"', CommandTimeout='30']
SELECT `a`.`Id`, `a`.`ConcurrencyStamp`, `a`.`CreationTime`, `a`.`ExtraProperties`, `a`.`IsAbandoned`, `a`.`JobArgs`, `a`.`JobName`, `a`.`LastTryTime`, `a`.`NextTryTime`, `a`.`Priority`, `a`.`TryCount`
FROM `AbpBackgroundJobs` AS `a`
WHERE NOT (`a`.`IsAbandoned`) AND (`a`.`NextTryTime` <= @__now_0)
ORDER BY `a`.`Priority` DESC, `a`.`TryCount`, `a`.`NextTryTime`
LIMIT @__p_1
2021-11-27 01:09:07.463 +08:00 [INF] Request starting HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - -
2021-11-27 01:09:07.465 +08:00 [INF] CORS policy execution successful.
2021-11-27 01:09:07.468 +08:00 [INF] Failed to validate the token.
Microsoft.IdentityModel.Tokens.SecurityTokenInvalidAudienceException: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
   at Microsoft.IdentityModel.Tokens.Validators.ValidateAudience(IEnumerable`1 audiences, SecurityToken securityToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateAudience(IEnumerable`1 audiences, JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateTokenPayload(JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateToken(String token, TokenValidationParameters validationParameters, SecurityToken& validatedToken)
   at Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler.HandleAuthenticateAsync()
2021-11-27 01:09:07.472 +08:00 [INF] Bearer was not authenticated. Failure message: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
2021-11-27 01:09:07.474 +08:00 [INF] Authorization failed. These requirements were not met:
DenyAnonymousAuthorizationRequirement: Requires an authenticated user.
2021-11-27 01:09:07.477 +08:00 [INF] AuthenticationScheme: Bearer was challenged.
2021-11-27 01:09:07.478 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - - - 401 0 - 15.1722ms
2021-11-27 01:09:11.977 +08:00 [INF] Entity Framework Core 6.0.0 initialized 'BackgroundJobsDbContext' using provider 'Pomelo.EntityFrameworkCore.MySql:6.0.0' with options: QuerySplittingBehavior=SplitQuery ServerVersion 5.7.35-mysql 
2021-11-27 01:09:11.985 +08:00 [INF] Executed DbCommand (2ms) [Parameters=[@__now_0='?' (DbType = DateTime), @__p_1='?' (DbType = Int32)], CommandType='"Text"', CommandTimeout='30']
SELECT `a`.`Id`, `a`.`ConcurrencyStamp`, `a`.`CreationTime`, `a`.`ExtraProperties`, `a`.`IsAbandoned`, `a`.`JobArgs`, `a`.`JobName`, `a`.`LastTryTime`, `a`.`NextTryTime`, `a`.`Priority`, `a`.`TryCount`
FROM `AbpBackgroundJobs` AS `a`
WHERE NOT (`a`.`IsAbandoned`) AND (`a`.`NextTryTime` <= @__now_0)
ORDER BY `a`.`Priority` DESC, `a`.`TryCount`, `a`.`NextTryTime`
LIMIT @__p_1
2021-11-27 01:09:13.593 +08:00 [INF] Request starting HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - -
2021-11-27 01:09:13.594 +08:00 [INF] CORS policy execution successful.
2021-11-27 01:09:13.596 +08:00 [INF] Failed to validate the token.
Microsoft.IdentityModel.Tokens.SecurityTokenInvalidAudienceException: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
   at Microsoft.IdentityModel.Tokens.Validators.ValidateAudience(IEnumerable`1 audiences, SecurityToken securityToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateAudience(IEnumerable`1 audiences, JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateTokenPayload(JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateToken(String token, TokenValidationParameters validationParameters, SecurityToken& validatedToken)
   at Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler.HandleAuthenticateAsync()
2021-11-27 01:09:13.599 +08:00 [INF] Bearer was not authenticated. Failure message: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
2021-11-27 01:09:13.601 +08:00 [INF] Authorization failed. These requirements were not met:
DenyAnonymousAuthorizationRequirement: Requires an authenticated user.
2021-11-27 01:09:13.603 +08:00 [INF] AuthenticationScheme: Bearer was challenged.
2021-11-27 01:09:13.604 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - - - 401 0 - 11.3383ms
2021-11-27 01:09:17.009 +08:00 [INF] Entity Framework Core 6.0.0 initialized 'BackgroundJobsDbContext' using provider 'Pomelo.EntityFrameworkCore.MySql:6.0.0' with options: QuerySplittingBehavior=SplitQuery ServerVersion 5.7.35-mysql 
2021-11-27 01:09:17.017 +08:00 [INF] Executed DbCommand (2ms) [Parameters=[@__now_0='?' (DbType = DateTime), @__p_1='?' (DbType = Int32)], CommandType='"Text"', CommandTimeout='30']
SELECT `a`.`Id`, `a`.`ConcurrencyStamp`, `a`.`CreationTime`, `a`.`ExtraProperties`, `a`.`IsAbandoned`, `a`.`JobArgs`, `a`.`JobName`, `a`.`LastTryTime`, `a`.`NextTryTime`, `a`.`Priority`, `a`.`TryCount`
FROM `AbpBackgroundJobs` AS `a`
WHERE NOT (`a`.`IsAbandoned`) AND (`a`.`NextTryTime` <= @__now_0)
ORDER BY `a`.`Priority` DESC, `a`.`TryCount`, `a`.`NextTryTime`
LIMIT @__p_1
2021-11-27 01:09:19.678 +08:00 [INF] Request starting HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - -
2021-11-27 01:09:19.680 +08:00 [INF] CORS policy execution successful.
2021-11-27 01:09:19.681 +08:00 [INF] Failed to validate the token.
Microsoft.IdentityModel.Tokens.SecurityTokenInvalidAudienceException: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
   at Microsoft.IdentityModel.Tokens.Validators.ValidateAudience(IEnumerable`1 audiences, SecurityToken securityToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateAudience(IEnumerable`1 audiences, JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateTokenPayload(JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateToken(String token, TokenValidationParameters validationParameters, SecurityToken& validatedToken)
   at Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler.HandleAuthenticateAsync()
2021-11-27 01:09:19.687 +08:00 [INF] Bearer was not authenticated. Failure message: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
2021-11-27 01:09:19.689 +08:00 [INF] Authorization failed. These requirements were not met:
DenyAnonymousAuthorizationRequirement: Requires an authenticated user.
2021-11-27 01:09:19.690 +08:00 [INF] AuthenticationScheme: Bearer was challenged.
2021-11-27 01:09:19.691 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - - - 401 0 - 12.8925ms
2021-11-27 01:09:22.027 +08:00 [INF] Entity Framework Core 6.0.0 initialized 'BackgroundJobsDbContext' using provider 'Pomelo.EntityFrameworkCore.MySql:6.0.0' with options: QuerySplittingBehavior=SplitQuery ServerVersion 5.7.35-mysql 
2021-11-27 01:09:22.035 +08:00 [INF] Executed DbCommand (1ms) [Parameters=[@__now_0='?' (DbType = DateTime), @__p_1='?' (DbType = Int32)], CommandType='"Text"', CommandTimeout='30']
SELECT `a`.`Id`, `a`.`ConcurrencyStamp`, `a`.`CreationTime`, `a`.`ExtraProperties`, `a`.`IsAbandoned`, `a`.`JobArgs`, `a`.`JobName`, `a`.`LastTryTime`, `a`.`NextTryTime`, `a`.`Priority`, `a`.`TryCount`
FROM `AbpBackgroundJobs` AS `a`
WHERE NOT (`a`.`IsAbandoned`) AND (`a`.`NextTryTime` <= @__now_0)
ORDER BY `a`.`Priority` DESC, `a`.`TryCount`, `a`.`NextTryTime`
LIMIT @__p_1
2021-11-27 01:09:25.935 +08:00 [INF] Request starting HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - -
2021-11-27 01:09:25.937 +08:00 [INF] CORS policy execution successful.
2021-11-27 01:09:25.938 +08:00 [INF] Failed to validate the token.
Microsoft.IdentityModel.Tokens.SecurityTokenInvalidAudienceException: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
   at Microsoft.IdentityModel.Tokens.Validators.ValidateAudience(IEnumerable`1 audiences, SecurityToken securityToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateAudience(IEnumerable`1 audiences, JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateTokenPayload(JwtSecurityToken jwtToken, TokenValidationParameters validationParameters)
   at System.IdentityModel.Tokens.Jwt.JwtSecurityTokenHandler.ValidateToken(String token, TokenValidationParameters validationParameters, SecurityToken& validatedToken)
   at Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerHandler.HandleAuthenticateAsync()
2021-11-27 01:09:25.941 +08:00 [INF] Bearer was not authenticated. Failure message: IDX10214: Audience validation failed. Audiences: 'System.String'. Did not match: validationParameters.ValidAudience: 'System.String' or validationParameters.ValidAudiences: 'System.String'.
2021-11-27 01:09:25.942 +08:00 [INF] Authorization failed. These requirements were not met:
DenyAnonymousAuthorizationRequirement: Requires an authenticated user.
2021-11-27 01:09:25.944 +08:00 [INF] AuthenticationScheme: Bearer was challenged.
2021-11-27 01:09:25.945 +08:00 [INF] Request finished HTTP/1.1 GET http://localhost:44315/signalr/notification?access_token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJDb21wYW55TmFtZVByb2plY3ROYW1lIiwiaXNzIjoiQ29tcGFueU5hbWVQcm9qZWN0TmFtZSIsInN1YiI6IjNhMDA2ZjBmLTcyZjYtNjFjMS00NDBmLWIzY2FmYmI5NGMyMiIsImdpdmVuX25hbWUiOiJhZG1pbiIsIm5hbWUiOiJhZG1pbiIsImVtYWlsIjoiYWRtaW5AYWJwLmlvIiwidGVuYW50aWQiOiIiLCJyb2xlIjoiYWRtaW4iLCJuYmYiOjE2Mzc5NDM5MzEsImV4cCI6MTYzODAzMDMzMSwiaWF0IjoxNjM3OTQzOTMxfQ.w0iGoIeyt6XtFL4FrMatZfainFojRho6hZBEM9JnDuo - - - 401 0 - 10.1049ms
